source,target,weight,lsrp
isophonics_0,isophonics_168,0.11830357142857142,"[(10, 106, 10), (10, 106, 131)]"
isophonics_0,isophonics_171,0.1231527093596059,"[(227, 169, 106)]"
isophonics_0,isophonics_173,0.11090225563909774,"[(10, 106, 131)]"
isophonics_0,isophonics_174,0.16666666666666666,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_180,0.14174972314507198,"[(10, 106, 264, 227)]"
isophonics_0,isophonics_182,0.17857142857142855,"[(238, 227, 10, 106)]"
isophonics_0,isophonics_184,0.13664596273291924,"[(10, 106, 131)]"
isophonics_0,isophonics_193,0.26666666666666666,"[(131, 238, 227, 10, 106, 10, 106)]"
isophonics_0,isophonics_196,0.17113095238095238,"[(10, 106, 10, 106, 10)]"
isophonics_0,isophonics_197,0.11688311688311688,"[(227, 10, 106), (10, 106, 131)]"
isophonics_0,isophonics_199,0.13227513227513227,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_200,0.19480519480519481,"[(10, 106, 10, 106, 10)]"
isophonics_0,isophonics_204,0.13392857142857142,"[(106, 264, 227)]"
isophonics_0,isophonics_212,0.13142857142857142,"[(106, 10, 106)]"
isophonics_0,isophonics_213,0.19642857142857142,"[(106, 264, 227)]"
isophonics_0,isophonics_216,0.11981566820276497,"[(106, 264, 227)]"
isophonics_0,isophonics_217,0.2582417582417582,"[(227, 10, 106, 10, 106, 10), (106, 227, 10, 106, 10, 106)]"
isophonics_0,isophonics_223,0.17857142857142855,"[(106, 10, 106, 10)]"
isophonics_0,isophonics_224,0.15773809523809523,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_229,0.16517857142857142,"[(227, 10, 106)]"
isophonics_0,isophonics_231,0.129136400322841,"[(227, 10, 106, 10)]"
isophonics_0,isophonics_235,0.20634920634920634,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_242,0.1693121693121693,"[(227, 10, 106, 10)]"
isophonics_0,isophonics_243,0.15476190476190477,"[(227, 10, 106), (10, 106, 131)]"
isophonics_0,isophonics_248,0.16190476190476188,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_257,0.11688311688311688,"[(10, 106, 131)]"
isophonics_0,isophonics_259,0.17142857142857143,"[(106, 227, 10)]"
isophonics_0,isophonics_265,0.18681318681318682,"[(227, 10, 106), (10, 106, 131)]"
isophonics_0,isophonics_273,0.11688311688311688,"[(106, 10, 106)]"
isophonics_0,isophonics_274,0.12857142857142856,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_276,0.20050125313283207,"[(10, 106, 10, 106)]"
isophonics_0,isophonics_277,0.12698412698412698,"[(10, 106, 10)]"
isophonics_0,isophonics_279,0.18315018315018314,"[(10, 106, 10, 106, 10)]"
isophonics_0,isophonics_280,0.15406162464985995,"[(10, 106, 10, 106)]"
isophonics_0,isophonics_282,0.17857142857142855,"[(227, 10, 106)]"
isophonics_0,isophonics_283,0.19047619047619047,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_288,0.11196911196911197,"[(106, 10, 106), (10, 106, 131)]"
isophonics_0,isophonics_290,0.09870129870129869,"[(106, 10, 106), (106, 227, 10)]"
isophonics_0,isophonics_291,0.16420361247947454,"[(106, 227, 10, 106)]"
isophonics_0,isophonics_295,0.2579365079365079,"[(10, 106, 10, 106, 10)]"
isophonics_0,isophonics_296,0.14174972314507198,"[(238, 227, 10, 106)]"
isophonics_0,isophonics_297,0.22180451127819548,"[(227, 10, 106, 10, 106, 10)]"
isophonics_0,jaah_0,0.16420361247947454,"[(227, 169, 106, 228)]"
isophonics_0,jaah_21,0.1396103896103896,"[(106, 264, 227)]"
isophonics_0,jaah_25,0.0956221198156682,"[(106, 264, 227)]"
isophonics_0,jaah_26,0.08950086058519793,"[(264, 227, 169)]"
isophonics_0,jaah_30,0.11309523809523808,"[(106, 10, 106)]"
isophonics_0,jaah_39,0.10267857142857142,"[(106, 264, 227)]"
isophonics_0,jaah_43,0.11428571428571428,"[(106, 264, 227), (106, 228, 112)]"
isophonics_0,jaah_52,0.11830357142857142,"[(106, 264, 227)]"
isophonics_0,jaah_55,0.13664596273291924,"[(106, 264, 227)]"
isophonics_0,jaah_57,0.08035714285714285,"[(227, 169, 106)]"
isophonics_0,jaah_72,0.16517857142857142,"[(106, 264, 227)]"
isophonics_0,jaah_74,0.14953542392566782,"[(106, 264, 227, 169, 106)]"
isophonics_0,jaah_75,0.08866995073891626,"[(264, 227, 169)]"
isophonics_0,jaah_77,0.0925553319919517,"[(264, 227, 169)]"
isophonics_0,jaah_79,0.14745670995670995,"[(106, 264, 227, 169, 106)]"
isophonics_0,jaah_80,0.13095238095238093,"[(106, 264, 227, 169, 106)]"
isophonics_0,jaah_81,0.13445378151260504,"[(227, 169, 106, 228)]"
isophonics_0,jaah_85,0.16666666666666666,"[(106, 264, 227, 169)]"
isophonics_0,jaah_86,0.08994708994708994,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_3,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_9,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_10,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_13,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_16,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_18,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_36,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_48,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_55,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_61,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_72,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_82,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_84,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_89,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_91,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_96,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_103,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_104,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_111,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_128,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_132,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_136,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_141,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_142,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_155,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_156,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_157,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_161,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_167,0.17718715393133996,"[(10, 106, 10, 106, 10)]"
isophonics_0,schubert-winterreise_170,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_171,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_173,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_181,0.1464285714285714,"[(106, 264, 227), (106, 10, 106)]"
isophonics_0,schubert-winterreise_197,0.1396103896103896,"[(106, 10, 106)]"
isophonics_0,schubert-winterreise_203,0.09523809523809523,"[(106, 264, 227)]"
isophonics_0,schubert-winterreise_205,0.09523809523809523,"[(106, 264, 227)]"
isophonics_1,isophonics_10,0.1456043956043956,"[(160, 96, 40)]"
isophonics_1,isophonics_30,0.08533653846153846,"[(96, 106, 227)]"
isophonics_1,isophonics_42,0.082579185520362,"[(40, 96, 160), (40, 29, 96)]"
isophonics_1,isophonics_47,0.082579185520362,"[(96, 106, 227)]"
isophonics_1,isophonics_57,0.08131868131868132,"[(96, 106, 227)]"
isophonics_1,isophonics_118,0.1282051282051282,"[(40, 96, 40, 96, 40)]"
isophonics_1,isophonics_121,0.09615384615384616,"[(96, 106, 227)]"
isophonics_1,isophonics_123,0.09203296703296704,"[(96, 106, 227)]"
isophonics_1,isophonics_155,0.08131868131868132,"[(106, 227, 42)]"
isophonics_1,isophonics_165,0.08012820512820512,"[(96, 106, 227)]"
isophonics_1,isophonics_167,0.11740890688259109,"[(96, 106, 227)]"
isophonics_1,isophonics_191,0.16826923076923078,"[(160, 145, 160, 145, 160)]"
isophonics_1,isophonics_205,0.060849598163030996,"[(40, 96, 160)]"
isophonics_1,isophonics_212,0.09846153846153846,"[(96, 106, 227)]"
isophonics_1,isophonics_231,0.06388526727509779,"[(96, 106, 227)]"
isophonics_1,isophonics_232,0.35256410256410253,"[(96, 40, 96, 160, 145, 160, 145, 160)]"
isophonics_1,isophonics_236,0.09203296703296704,"[(96, 106, 227)]"
isophonics_1,isophonics_241,0.11740890688259109,"[(96, 160, 145)]"
isophonics_1,isophonics_245,0.09846153846153846,"[(160, 96, 40)]"
isophonics_1,isophonics_248,0.17692307692307693,"[(96, 40, 96, 40, 96, 40)]"
isophonics_1,isophonics_257,0.13986013986013984,"[(96, 160, 145, 160, 145)]"
isophonics_1,isophonics_258,0.23076923076923075,"[(160, 145, 160, 145, 160)]"
isophonics_1,isophonics_269,0.12179487179487179,"[(96, 40, 96), (40, 96, 40)]"
isophonics_1,schubert-winterreise_3,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_5,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_7,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_10,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_13,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_34,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_44,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_51,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_63,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_66,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_72,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_93,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_95,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_103,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_104,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_118,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_121,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_149,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_152,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_155,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_161,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_165,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_167,0.07334525939177103,"[(40, 29, 96)]"
isophonics_1,schubert-winterreise_176,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_184,0.0989010989010989,"[(145, 160, 145, 160)]"
isophonics_1,schubert-winterreise_187,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_1,schubert-winterreise_193,0.06477732793522267,"[(40, 29, 96), (145, 160, 145)]"
isophonics_2,isophonics_5,0.23369565217391303,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_6,0.2753623188405797,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_9,0.12521739130434784,"[(131, 238, 10), (238, 10, 106)]"
isophonics_2,isophonics_12,0.12290969899665552,"[(10, 106, 131)]"
isophonics_2,isophonics_13,0.2015810276679842,"[(106, 227, 147)]"
isophonics_2,isophonics_14,0.11067193675889328,"[(264, 227, 106)]"
isophonics_2,isophonics_15,0.2536231884057971,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_19,0.22028985507246376,"[(10, 106, 131, 219), (131, 238, 10, 106)]"
isophonics_2,isophonics_30,0.11209239130434782,"[(106, 96, 227), (227, 106, 238)]"
isophonics_2,isophonics_31,0.19221967963386727,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_34,0.1324110671936759,"[(106, 227, 106, 238), (131, 238, 10, 106)]"
isophonics_2,isophonics_43,0.18695652173913044,"[(106, 227, 106, 227)]"
isophonics_2,isophonics_44,0.11878881987577639,"[(131, 238, 10)]"
isophonics_2,isophonics_45,0.17786561264822134,"[(131, 238, 10, 106)]"
isophonics_2,isophonics_46,0.0929951690821256,"[(106, 96, 227), (298, 106, 227), (106, 227, 106)]"
isophonics_2,isophonics_47,0.18222506393861893,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_48,0.16521739130434782,"[(10, 106, 131), (106, 227, 106)]"
isophonics_2,isophonics_49,0.10180275715800635,"[(238, 10, 106)]"
isophonics_2,isophonics_50,0.2015810276679842,"[(227, 106, 227), (106, 227, 106)]"
isophonics_2,isophonics_51,0.12771739130434784,"[(10, 106, 131)]"
isophonics_2,isophonics_52,0.15869565217391304,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_53,0.2795031055900621,"[(106, 227, 106)]"
isophonics_2,isophonics_57,0.18012422360248448,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_58,0.2795031055900621,"[(264, 227, 106)]"
isophonics_2,isophonics_59,0.13346814964610718,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_60,0.0971322849213691,"[(183, 106, 14), (227, 106, 238)]"
isophonics_2,isophonics_62,0.2152173913043478,"[(238, 131, 238)]"
isophonics_2,isophonics_64,0.264945652173913,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_67,0.12521739130434784,"[(238, 131, 238), (10, 106, 131)]"
isophonics_2,isophonics_69,0.14416475972540044,"[(106, 227, 106)]"
isophonics_2,isophonics_70,0.1806020066889632,"[(238, 10, 106)]"
isophonics_2,isophonics_73,0.1812822402358143,"[(106, 131, 238, 10, 106, 131)]"
isophonics_2,isophonics_74,0.3359683794466403,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_78,0.15838509316770186,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_79,0.10010111223458037,"[(106, 227, 106)]"
isophonics_2,isophonics_81,0.28695652173913044,"[(227, 106, 227, 96), (106, 227, 106, 227)]"
isophonics_2,isophonics_82,0.09855072463768116,"[(106, 227, 106)]"
isophonics_2,isophonics_87,0.10093167701863354,"[(298, 106, 227)]"
isophonics_2,isophonics_89,0.10575793184488837,"[(106, 227, 106)]"
isophonics_2,isophonics_93,0.08794466403162055,"[(106, 227, 96)]"
isophonics_2,isophonics_95,0.13664596273291924,"[(238, 10, 106)]"
isophonics_2,isophonics_96,0.14855072463768115,"[(106, 96, 227), (106, 227, 106)]"
isophonics_2,isophonics_101,0.42028985507246375,"[(106, 227, 106, 227)]"
isophonics_2,isophonics_107,0.28726708074534163,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_108,0.09646739130434782,"[(106, 227, 106)]"
isophonics_2,isophonics_112,0.17119565217391303,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_114,0.19021739130434784,"[(106, 227, 106)]"
isophonics_2,isophonics_123,0.19798136645962733,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_124,0.14855072463768115,"[(106, 227, 106)]"
isophonics_2,isophonics_127,0.2128623188405797,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_128,0.19221967963386727,"[(106, 227, 106, 227)]"
isophonics_2,isophonics_130,0.10010111223458037,"[(14, 291, 14)]"
isophonics_2,isophonics_133,0.3179347826086957,"[(106, 131, 238, 10, 106, 131)]"
isophonics_2,isophonics_135,0.15592203898050974,"[(106, 227, 106, 227)]"
isophonics_2,isophonics_136,0.1781400966183575,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_140,0.21739130434782608,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_146,0.21739130434782608,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_147,0.18219461697722567,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_149,0.15896739130434784,"[(106, 227, 106)]"
isophonics_2,isophonics_150,0.14855072463768115,"[(238, 10, 106), (10, 106, 131)]"
isophonics_2,isophonics_152,0.12290969899665552,"[(106, 227, 106)]"
isophonics_2,isophonics_155,0.18012422360248448,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_156,0.1806020066889632,"[(264, 227, 106), (106, 227, 106)]"
isophonics_2,isophonics_157,0.2536231884057971,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_159,0.21195652173913043,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_162,0.264945652173913,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_165,0.1781400966183575,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_167,0.2402745995423341,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_168,0.11209239130434782,"[(106, 131, 238), (10, 106, 131)]"
isophonics_2,isophonics_170,0.11360448807854137,"[(238, 10, 106)]"
isophonics_2,isophonics_173,0.10469107551487414,"[(106, 131, 238), (106, 96, 227), (10, 106, 131)]"
isophonics_2,isophonics_174,0.19798136645962733,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_175,0.13695652173913042,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_181,0.1844532279314888,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_182,0.2128623188405797,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_184,0.17391304347826086,"[(106, 131, 238, 10)]"
isophonics_2,isophonics_185,0.16521739130434782,"[(238, 10, 106)]"
isophonics_2,isophonics_189,0.14945652173913043,"[(227, 106, 238, 298)]"
isophonics_2,isophonics_194,0.14409937888198757,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_196,0.09646739130434782,"[(106, 227, 106)]"
isophonics_2,isophonics_197,0.11067193675889328,"[(10, 106, 131)]"
isophonics_2,isophonics_200,0.11067193675889328,"[(106, 227, 106)]"
isophonics_2,isophonics_203,0.11360448807854137,"[(106, 96, 227)]"
isophonics_2,isophonics_204,0.17028985507246375,"[(106, 227, 106, 238), (227, 106, 227, 106)]"
isophonics_2,isophonics_212,0.20869565217391306,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_213,0.19021739130434784,"[(264, 227, 106)]"
isophonics_2,isophonics_216,0.11360448807854137,"[(238, 10, 106), (106, 227, 106)]"
isophonics_2,isophonics_217,0.12290969899665552,"[(106, 227, 106)]"
isophonics_2,isophonics_221,0.31521739130434784,"[(106, 227, 106)]"
isophonics_2,isophonics_226,0.19021739130434784,"[(227, 106, 238), (238, 10, 106)]"
isophonics_2,isophonics_231,0.09064112011790715,"[(106, 227, 96), (227, 96, 227)]"
isophonics_2,isophonics_235,0.19806763285024154,"[(264, 227, 106, 227)]"
isophonics_2,isophonics_236,0.15838509316770186,"[(227, 106, 227, 96)]"
isophonics_2,isophonics_241,0.14416475972540044,"[(238, 10, 106)]"
isophonics_2,isophonics_243,0.19806763285024154,"[(238, 10, 106, 131)]"
isophonics_2,isophonics_244,0.13339920948616601,"[(238, 10, 106)]"
isophonics_2,isophonics_251,0.2402745995423341,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_257,0.14756258234519104,"[(238, 10, 106, 131)]"
isophonics_2,isophonics_259,0.16521739130434782,"[(238, 131, 238)]"
isophonics_2,isophonics_261,0.15896739130434784,"[(106, 227, 106)]"
isophonics_2,isophonics_265,0.2408026755852843,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_271,0.16521739130434782,"[(106, 131, 238)]"
isophonics_2,isophonics_274,0.1503623188405797,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_275,0.2015810276679842,"[(227, 106, 227), (106, 227, 106)]"
isophonics_2,isophonics_276,0.14416475972540044,"[(106, 131, 238), (10, 106, 131)]"
isophonics_2,isophonics_277,0.1610305958132045,"[(227, 106, 227, 106)]"
isophonics_2,isophonics_279,0.10367892976588629,"[(106, 227, 106)]"
isophonics_2,isophonics_280,0.10933503836317135,"[(106, 227, 106)]"
isophonics_2,isophonics_283,0.13664596273291924,"[(238, 10, 106)]"
isophonics_2,isophonics_287,0.0971322849213691,"[(227, 106, 227), (106, 227, 106)]"
isophonics_2,isophonics_288,0.17626321974148063,"[(106, 131, 238, 10, 106)]"
isophonics_2,isophonics_291,0.19490254872563717,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_292,0.11209239130434782,"[(106, 96, 227)]"
isophonics_2,isophonics_294,0.10575793184488837,"[(106, 96, 227), (227, 96, 227), (106, 227, 106)]"
isophonics_2,isophonics_295,0.24758454106280192,"[(106, 227, 106, 227, 106)]"
isophonics_2,isophonics_296,0.13346814964610718,"[(106, 227, 106, 238)]"
isophonics_2,isophonics_297,0.10469107551487414,"[(10, 106, 131)]"
isophonics_2,isophonics_298,0.44021739130434784,"[(106, 227, 106)]"
isophonics_2,jaah_3,0.10575793184488837,"[(106, 227, 106)]"
isophonics_2,jaah_25,0.08941093969144459,"[(264, 227, 106)]"
isophonics_2,jaah_29,0.18219461697722567,"[(106, 227, 106, 227)]"
isophonics_2,jaah_39,0.1286231884057971,"[(106, 227, 106, 227)]"
isophonics_2,jaah_52,0.11209239130434782,"[(106, 227, 106)]"
isophonics_2,jaah_55,0.13043478260869565,"[(106, 227, 106)]"
isophonics_2,schubert-winterreise_4,0.14855072463768115,"[(106, 227, 106)]"
isophonics_2,schubert-winterreise_11,0.14855072463768115,"[(106, 227, 106)]"
isophonics_2,schubert-winterreise_14,0.14855072463768115,"[(106, 227, 106)]"
isophonics_2,schubert-winterreise_16,0.14021739130434782,"[(264, 227, 106)]"
isophonics_2,schubert-winterreise_17,0.48695652173913045,"[(106, 227, 106, 227)]"
isophonics_2,schubert-winterreise_18,0.14021739130434782,"[(264, 227, 106)]"
isophonics_2,schubert-winterreise_23,0.23188405797101447,"[(264, 227, 106)]"
isophonics_2,schubert-winterreise_26,0.2753623188405797,"[(106, 227, 106, 227, 106)]"
isophonics_2,schubert-winterreise_27,0.2795031055900621,"[(106, 227, 106)]"
