source,target,weight
isophonics_0,isophonics_276,0.200501253132832
isophonics_0,isophonics_277,0.1269841269841269
isophonics_0,isophonics_279,0.1831501831501831
isophonics_0,isophonics_280,0.1540616246498599
isophonics_0,isophonics_282,0.1785714285714285
isophonics_0,isophonics_283,0.1904761904761904
isophonics_0,isophonics_288,0.1119691119691119
isophonics_0,isophonics_290,0.0987012987012986
isophonics_0,isophonics_291,0.1642036124794745
isophonics_0,isophonics_295,0.2579365079365079
isophonics_0,isophonics_296,0.1417497231450719
isophonics_0,isophonics_297,0.2218045112781954
isophonics_0,jaah_0,0.1642036124794745
isophonics_0,jaah_21,0.1396103896103896
isophonics_0,jaah_25,0.0956221198156682
isophonics_0,jaah_26,0.0895008605851979
isophonics_0,jaah_30,0.113095238095238
isophonics_0,jaah_39,0.1026785714285714
isophonics_0,jaah_43,0.1142857142857142
isophonics_0,jaah_52,0.1183035714285714
isophonics_0,jaah_55,0.1366459627329192
isophonics_0,jaah_57,0.0803571428571428
isophonics_0,jaah_72,0.1651785714285714
isophonics_0,jaah_74,0.1495354239256678
isophonics_0,jaah_75,0.0886699507389162
isophonics_0,jaah_77,0.0925553319919517
isophonics_0,jaah_79,0.1474567099567099
isophonics_0,jaah_80,0.1309523809523809
isophonics_0,jaah_81,0.134453781512605
isophonics_0,jaah_85,0.1666666666666666
isophonics_0,jaah_86,0.0899470899470899
isophonics_0,schubert-winterreise_3,0.1771871539313399
isophonics_0,schubert-winterreise_9,0.1396103896103896
isophonics_0,schubert-winterreise_10,0.1771871539313399
isophonics_0,schubert-winterreise_13,0.1771871539313399
isophonics_0,schubert-winterreise_16,0.1464285714285714
isophonics_0,schubert-winterreise_18,0.1464285714285714
isophonics_0,schubert-winterreise_36,0.0952380952380952
isophonics_0,schubert-winterreise_48,0.1464285714285714
isophonics_0,schubert-winterreise_55,0.0952380952380952
isophonics_0,schubert-winterreise_61,0.0952380952380952
isophonics_0,schubert-winterreise_72,0.1771871539313399
isophonics_0,schubert-winterreise_82,0.1396103896103896
isophonics_0,schubert-winterreise_84,0.1464285714285714
isophonics_0,schubert-winterreise_89,0.1396103896103896
isophonics_0,schubert-winterreise_91,0.1464285714285714
isophonics_0,schubert-winterreise_96,0.1464285714285714
isophonics_0,schubert-winterreise_103,0.1771871539313399
isophonics_0,schubert-winterreise_104,0.1771871539313399
isophonics_0,schubert-winterreise_111,0.0952380952380952
isophonics_0,schubert-winterreise_128,0.0952380952380952
isophonics_0,schubert-winterreise_132,0.0952380952380952
isophonics_0,schubert-winterreise_136,0.1464285714285714
isophonics_0,schubert-winterreise_141,0.1464285714285714
isophonics_0,schubert-winterreise_142,0.1396103896103896
isophonics_0,schubert-winterreise_155,0.1771871539313399
isophonics_0,schubert-winterreise_156,0.1396103896103896
isophonics_0,schubert-winterreise_157,0.1396103896103896
isophonics_0,schubert-winterreise_161,0.1771871539313399
isophonics_0,schubert-winterreise_167,0.1771871539313399
isophonics_0,schubert-winterreise_170,0.0952380952380952
isophonics_0,schubert-winterreise_171,0.1396103896103896
isophonics_0,schubert-winterreise_173,0.1396103896103896
isophonics_0,schubert-winterreise_181,0.1464285714285714
isophonics_0,schubert-winterreise_197,0.1396103896103896
isophonics_0,schubert-winterreise_203,0.0952380952380952
isophonics_0,schubert-winterreise_205,0.0952380952380952
isophonics_1,isophonics_10,0.1456043956043956
isophonics_1,isophonics_30,0.0853365384615384
isophonics_1,isophonics_42,0.082579185520362
isophonics_1,isophonics_47,0.082579185520362
isophonics_1,isophonics_57,0.0813186813186813
isophonics_1,isophonics_118,0.1282051282051282
isophonics_1,isophonics_121,0.0961538461538461
isophonics_1,isophonics_123,0.092032967032967
isophonics_1,isophonics_155,0.0813186813186813
isophonics_1,isophonics_165,0.0801282051282051
isophonics_1,isophonics_167,0.117408906882591
isophonics_1,isophonics_191,0.1682692307692307
isophonics_1,isophonics_205,0.0608495981630309
isophonics_1,isophonics_212,0.0984615384615384
isophonics_1,isophonics_231,0.0638852672750977
isophonics_1,isophonics_232,0.3525641025641025
isophonics_1,isophonics_236,0.092032967032967
isophonics_1,isophonics_241,0.117408906882591
isophonics_1,isophonics_245,0.0984615384615384
isophonics_1,isophonics_248,0.1769230769230769
isophonics_1,isophonics_257,0.1398601398601398
isophonics_1,isophonics_258,0.2307692307692307
isophonics_1,isophonics_269,0.1217948717948717
isophonics_1,schubert-winterreise_3,0.073345259391771
isophonics_1,schubert-winterreise_5,0.0989010989010989
isophonics_1,schubert-winterreise_7,0.0989010989010989
isophonics_1,schubert-winterreise_10,0.073345259391771
isophonics_1,schubert-winterreise_13,0.073345259391771
isophonics_1,schubert-winterreise_34,0.0647773279352226
isophonics_1,schubert-winterreise_44,0.0647773279352226
isophonics_1,schubert-winterreise_51,0.0647773279352226
isophonics_1,schubert-winterreise_63,0.0647773279352226
isophonics_1,schubert-winterreise_66,0.0647773279352226
isophonics_1,schubert-winterreise_72,0.073345259391771
isophonics_1,schubert-winterreise_93,0.0989010989010989
isophonics_1,schubert-winterreise_95,0.0647773279352226
isophonics_1,schubert-winterreise_103,0.073345259391771
isophonics_1,schubert-winterreise_104,0.073345259391771
isophonics_1,schubert-winterreise_118,0.0989010989010989
isophonics_1,schubert-winterreise_121,0.0647773279352226
isophonics_1,schubert-winterreise_149,0.0989010989010989
isophonics_1,schubert-winterreise_152,0.0989010989010989
isophonics_1,schubert-winterreise_155,0.073345259391771
isophonics_1,schubert-winterreise_161,0.073345259391771
isophonics_1,schubert-winterreise_165,0.0989010989010989
isophonics_1,schubert-winterreise_167,0.073345259391771
isophonics_1,schubert-winterreise_176,0.0989010989010989
isophonics_1,schubert-winterreise_184,0.0989010989010989
isophonics_1,schubert-winterreise_187,0.0647773279352226
isophonics_1,schubert-winterreise_193,0.0647773279352226
isophonics_2,isophonics_5,0.233695652173913
isophonics_2,isophonics_6,0.2753623188405797
isophonics_2,isophonics_9,0.1252173913043478
isophonics_2,isophonics_12,0.1229096989966555
isophonics_2,isophonics_13,0.2015810276679842
isophonics_2,isophonics_14,0.1106719367588932
isophonics_2,isophonics_15,0.2536231884057971
isophonics_2,isophonics_19,0.2202898550724637
isophonics_2,isophonics_30,0.1120923913043478
isophonics_2,isophonics_31,0.1922196796338672
isophonics_2,isophonics_34,0.1324110671936759
isophonics_2,isophonics_43,0.1869565217391304
isophonics_2,isophonics_44,0.1187888198757763
isophonics_2,isophonics_45,0.1778656126482213
isophonics_2,isophonics_46,0.0929951690821256
isophonics_2,isophonics_47,0.1822250639386189
isophonics_2,isophonics_48,0.1652173913043478
isophonics_2,isophonics_49,0.1018027571580063
isophonics_2,isophonics_50,0.2015810276679842
isophonics_2,isophonics_51,0.1277173913043478
isophonics_2,isophonics_52,0.158695652173913
isophonics_2,isophonics_53,0.2795031055900621
isophonics_2,isophonics_57,0.1801242236024844
isophonics_2,isophonics_58,0.2795031055900621
isophonics_2,isophonics_59,0.1334681496461071
isophonics_2,isophonics_60,0.0971322849213691
isophonics_2,isophonics_62,0.2152173913043478
isophonics_2,isophonics_64,0.264945652173913
isophonics_2,isophonics_67,0.1252173913043478
isophonics_2,isophonics_69,0.1441647597254004
isophonics_2,isophonics_70,0.1806020066889632
isophonics_2,isophonics_73,0.1812822402358143
isophonics_2,isophonics_74,0.3359683794466403
isophonics_2,isophonics_78,0.1583850931677018
isophonics_2,isophonics_79,0.1001011122345803
isophonics_2,isophonics_81,0.2869565217391304
isophonics_2,isophonics_82,0.0985507246376811
isophonics_2,isophonics_87,0.1009316770186335
isophonics_2,isophonics_89,0.1057579318448883
isophonics_2,isophonics_93,0.0879446640316205
isophonics_2,isophonics_95,0.1366459627329192
isophonics_2,isophonics_96,0.1485507246376811
isophonics_2,isophonics_101,0.4202898550724637
isophonics_2,isophonics_107,0.2872670807453416
isophonics_2,isophonics_108,0.0964673913043478
isophonics_2,isophonics_112,0.171195652173913
isophonics_2,isophonics_114,0.1902173913043478
isophonics_2,isophonics_123,0.1979813664596273
isophonics_2,isophonics_124,0.1485507246376811
isophonics_2,isophonics_127,0.2128623188405797
isophonics_2,isophonics_128,0.1922196796338672
isophonics_2,isophonics_130,0.1001011122345803
isophonics_2,isophonics_133,0.3179347826086957
isophonics_2,isophonics_135,0.1559220389805097
isophonics_2,isophonics_136,0.1781400966183575
isophonics_2,isophonics_140,0.217391304347826
isophonics_2,isophonics_146,0.217391304347826
isophonics_2,isophonics_147,0.1821946169772256
isophonics_2,isophonics_149,0.1589673913043478
isophonics_2,isophonics_150,0.1485507246376811
isophonics_2,isophonics_152,0.1229096989966555
isophonics_2,isophonics_155,0.1801242236024844
isophonics_2,isophonics_156,0.1806020066889632
isophonics_2,isophonics_157,0.2536231884057971
isophonics_2,isophonics_159,0.2119565217391304
isophonics_2,isophonics_162,0.264945652173913
isophonics_2,isophonics_165,0.1781400966183575
isophonics_2,isophonics_167,0.2402745995423341
isophonics_2,isophonics_168,0.1120923913043478
isophonics_2,isophonics_170,0.1136044880785413
isophonics_2,isophonics_173,0.1046910755148741
isophonics_2,isophonics_174,0.1979813664596273
isophonics_2,isophonics_175,0.1369565217391304
isophonics_2,isophonics_181,0.1844532279314888
isophonics_2,isophonics_182,0.2128623188405797
isophonics_2,isophonics_184,0.1739130434782608
isophonics_2,isophonics_185,0.1652173913043478
isophonics_2,isophonics_189,0.1494565217391304
isophonics_2,isophonics_194,0.1440993788819875
isophonics_2,isophonics_196,0.0964673913043478
isophonics_2,isophonics_197,0.1106719367588932
isophonics_2,isophonics_200,0.1106719367588932
isophonics_2,isophonics_203,0.1136044880785413
isophonics_2,isophonics_204,0.1702898550724637
isophonics_2,isophonics_212,0.208695652173913
isophonics_2,isophonics_213,0.1902173913043478
isophonics_2,isophonics_216,0.1136044880785413
isophonics_2,isophonics_217,0.1229096989966555
isophonics_2,isophonics_221,0.3152173913043478
isophonics_2,isophonics_226,0.1902173913043478
isophonics_2,isophonics_231,0.0906411201179071
isophonics_2,isophonics_235,0.1980676328502415
isophonics_2,isophonics_236,0.1583850931677018
isophonics_2,isophonics_241,0.1441647597254004
isophonics_2,isophonics_243,0.1980676328502415
isophonics_2,isophonics_244,0.133399209486166
isophonics_2,isophonics_251,0.2402745995423341
isophonics_2,isophonics_257,0.147562582345191
isophonics_2,isophonics_259,0.1652173913043478
isophonics_2,isophonics_261,0.1589673913043478
isophonics_2,isophonics_265,0.2408026755852843
isophonics_2,isophonics_271,0.1652173913043478
isophonics_2,isophonics_274,0.1503623188405797
isophonics_2,isophonics_275,0.2015810276679842
isophonics_2,isophonics_276,0.1441647597254004
isophonics_2,isophonics_277,0.1610305958132045
isophonics_2,isophonics_279,0.1036789297658862
isophonics_2,isophonics_280,0.1093350383631713
isophonics_2,isophonics_283,0.1366459627329192
isophonics_2,isophonics_287,0.0971322849213691
isophonics_2,isophonics_288,0.1762632197414806
isophonics_2,isophonics_291,0.1949025487256371
isophonics_2,isophonics_292,0.1120923913043478
isophonics_2,isophonics_294,0.1057579318448883
isophonics_2,isophonics_295,0.2475845410628019
isophonics_2,isophonics_296,0.1334681496461071
isophonics_2,isophonics_297,0.1046910755148741
isophonics_2,isophonics_298,0.4402173913043478
isophonics_2,jaah_3,0.1057579318448883
isophonics_2,jaah_25,0.0894109396914445
isophonics_2,jaah_29,0.1821946169772256
isophonics_2,jaah_39,0.1286231884057971
isophonics_2,jaah_52,0.1120923913043478
isophonics_2,jaah_55,0.1304347826086956
isophonics_2,schubert-winterreise_4,0.1485507246376811
isophonics_2,schubert-winterreise_11,0.1485507246376811
isophonics_2,schubert-winterreise_14,0.1485507246376811
isophonics_2,schubert-winterreise_16,0.1402173913043478
isophonics_2,schubert-winterreise_17,0.4869565217391304
isophonics_2,schubert-winterreise_18,0.1402173913043478
isophonics_2,schubert-winterreise_23,0.2318840579710144
isophonics_2,schubert-winterreise_26,0.2753623188405797
isophonics_2,schubert-winterreise_27,0.2795031055900621
isophonics_2,schubert-winterreise_31,0.2318840579710144
isophonics_2,schubert-winterreise_33,0.2795031055900621
isophonics_2,schubert-winterreise_36,0.1187025534851621
isophonics_2,schubert-winterreise_40,0.2527173913043478
isophonics_2,schubert-winterreise_48,0.1402173913043478
isophonics_2,schubert-winterreise_53,0.2527173913043478
isophonics_2,schubert-winterreise_55,0.1187025534851621
isophonics_2,schubert-winterreise_59,0.2527173913043478
isophonics_2,schubert-winterreise_61,0.1187025534851621
isophonics_2,schubert-winterreise_65,0.2753623188405797
isophonics_2,schubert-winterreise_68,0.2318840579710144
isophonics_2,schubert-winterreise_73,0.2795031055900621
isophonics_2,schubert-winterreise_74,0.2753623188405797
isophonics_2,schubert-winterreise_78,0.1485507246376811
isophonics_2,schubert-winterreise_83,0.4869565217391304
isophonics_2,schubert-winterreise_84,0.1402173913043478
isophonics_2,schubert-winterreise_90,0.4869565217391304
isophonics_2,schubert-winterreise_91,0.1402173913043478
isophonics_2,schubert-winterreise_96,0.1402173913043478
isophonics_2,schubert-winterreise_97,0.1485507246376811
isophonics_2,schubert-winterreise_99,0.1485507246376811
isophonics_2,schubert-winterreise_111,0.1187025534851621
isophonics_2,schubert-winterreise_112,0.2753623188405797
isophonics_2,schubert-winterreise_113,0.2753623188405797
isophonics_2,schubert-winterreise_114,0.2527173913043478
isophonics_2,schubert-winterreise_117,0.2318840579710144
isophonics_2,schubert-winterreise_119,0.2318840579710144
isophonics_2,schubert-winterreise_126,0.2527173913043478
isophonics_2,schubert-winterreise_128,0.1187025534851621
isophonics_2,schubert-winterreise_129,0.2753623188405797
isophonics_2,schubert-winterreise_130,0.2527173913043478
isophonics_2,schubert-winterreise_131,0.2795031055900621
isophonics_2,schubert-winterreise_132,0.1187025534851621
isophonics_2,schubert-winterreise_133,0.2795031055900621
isophonics_2,schubert-winterreise_134,0.4869565217391304
isophonics_2,schubert-winterreise_136,0.1402173913043478
isophonics_2,schubert-winterreise_141,0.1402173913043478
isophonics_2,schubert-winterreise_145,0.4869565217391304
isophonics_2,schubert-winterreise_148,0.2318840579710144
isophonics_2,schubert-winterreise_151,0.4869565217391304
isophonics_2,schubert-winterreise_153,0.2795031055900621
isophonics_2,schubert-winterreise_158,0.1485507246376811
isophonics_2,schubert-winterreise_160,0.1485507246376811
isophonics_2,schubert-winterreise_163,0.2753623188405797
isophonics_2,schubert-winterreise_166,0.1485507246376811
isophonics_2,schubert-winterreise_170,0.1187025534851621
isophonics_2,schubert-winterreise_172,0.2527173913043478
isophonics_2,schubert-winterreise_181,0.1402173913043478
isophonics_2,schubert-winterreise_182,0.4869565217391304
isophonics_2,schubert-winterreise_183,0.4869565217391304
isophonics_2,schubert-winterreise_186,0.2753623188405797
isophonics_2,schubert-winterreise_188,0.2753623188405797
isophonics_2,schubert-winterreise_189,0.2795031055900621
isophonics_2,schubert-winterreise_196,0.2318840579710144
isophonics_2,schubert-winterreise_198,0.2527173913043478
isophonics_2,schubert-winterreise_199,0.2795031055900621
isophonics_2,schubert-winterreise_200,0.2527173913043478
isophonics_2,schubert-winterreise_202,0.2795031055900621
isophonics_2,schubert-winterreise_203,0.1187025534851621
isophonics_2,schubert-winterreise_205,0.1187025534851621
isophonics_2,schubert-winterreise_207,0.2318840579710144
isophonics_2,schubert-winterreise_209,0.4869565217391304
isophonics_2,schubert-winterreise_214,0.2318840579710144
isophonics_3,isophonics_5,0.1305555555555555
isophonics_3,isophonics_8,0.1851851851851851
isophonics_3,isophonics_12,0.150997150997151
isophonics_3,isophonics_14,0.101010101010101
isophonics_3,isophonics_19,0.1555555555555555
isophonics_3,isophonics_21,0.2012882447665056
isophonics_3,isophonics_28,0.3703703703703703
isophonics_3,isophonics_30,0.1024305555555555
isophonics_3,isophonics_31,0.1793372319688109
isophonics_3,isophonics_32,0.1305555555555555
isophonics_3,isophonics_33,0.0912698412698412
isophonics_3,isophonics_35,0.1155555555555555
isophonics_3,isophonics_39,0.0710194730813287
isophonics_3,isophonics_41,0.0833333333333333
isophonics_3,isophonics_43,0.174074074074074
isophonics_3,isophonics_45,0.1237373737373737
isophonics_3,isophonics_46,0.0833333333333333
isophonics_3,isophonics_47,0.1328976034858388
isophonics_3,isophonics_48,0.1555555555555555
isophonics_3,isophonics_51,0.1180555555555555
isophonics_3,isophonics_52,0.0855555555555555
isophonics_3,isophonics_53,0.4497354497354497
isophonics_3,isophonics_57,0.0984126984126984
isophonics_3,isophonics_60,0.0874704491725768
isophonics_3,isophonics_62,0.2740740740740741
isophonics_3,isophonics_67,0.154074074074074
isophonics_3,isophonics_72,0.1180555555555555
isophonics_3,isophonics_76,0.1455026455026455
isophonics_3,isophonics_77,0.1793372319688109
isophonics_3,isophonics_78,0.1455026455026455
isophonics_3,isophonics_79,0.0904392764857881
isophonics_3,isophonics_81,0.2055555555555555
isophonics_3,isophonics_82,0.0888888888888888
isophonics_3,isophonics_93,0.0782828282828282
isophonics_3,isophonics_96,0.1388888888888889
isophonics_3,isophonics_108,0.0868055555555555
isophonics_3,isophonics_114,0.4212962962962963
isophonics_3,isophonics_116,0.1091269841269841
isophonics_3,isophonics_121,0.1887464387464387
isophonics_3,isophonics_124,0.1388888888888889
isophonics_3,isophonics_125,0.0881642512077294
isophonics_3,isophonics_127,0.1180555555555555
isophonics_3,isophonics_128,0.1345029239766081
isophonics_3,isophonics_135,0.10727969348659
isophonics_3,isophonics_136,0.0972222222222222
isophonics_3,isophonics_143,0.1132478632478632
isophonics_3,isophonics_147,0.1269841269841269
isophonics_3,isophonics_149,0.199074074074074
isophonics_3,isophonics_150,0.1388888888888889
isophonics_3,isophonics_152,0.150997150997151
isophonics_3,isophonics_156,0.2279202279202279
isophonics_3,isophonics_157,0.2407407407407407
isophonics_3,isophonics_160,0.10727969348659
isophonics_3,isophonics_165,0.0972222222222222
isophonics_3,isophonics_166,0.2055555555555555
isophonics_3,isophonics_168,0.1024305555555555
isophonics_3,isophonics_170,0.1385902031063321
isophonics_3,isophonics_174,0.1091269841269841
isophonics_3,isophonics_175,0.124074074074074
isophonics_3,isophonics_180,0.0904392764857881
isophonics_3,isophonics_182,0.1180555555555555
isophonics_3,isophonics_193,0.164021164021164
isophonics_3,isophonics_194,0.0984126984126984
isophonics_3,isophonics_196,0.1446759259259259
isophonics_3,isophonics_197,0.1346801346801346
isophonics_3,isophonics_199,0.0833333333333333
isophonics_3,isophonics_200,0.1683501683501683
isophonics_3,isophonics_205,0.077943615257048
isophonics_3,isophonics_208,0.1709401709401709
isophonics_3,isophonics_212,0.1155555555555555
isophonics_3,isophonics_216,0.1039426523297491
isophonics_3,isophonics_217,0.2642450142450142
isophonics_3,isophonics_223,0.1967592592592592
isophonics_3,isophonics_224,0.1024305555555555
isophonics_3,isophonics_229,0.1493055555555555
isophonics_3,isophonics_230,0.1345029239766081
isophonics_3,isophonics_231,0.1079723791588198
isophonics_3,isophonics_235,0.1388888888888889
isophonics_3,isophonics_236,0.1091269841269841
isophonics_3,isophonics_242,0.1481481481481481
isophonics_3,isophonics_243,0.1851851851851851
isophonics_3,isophonics_244,0.1649831649831649
isophonics_3,isophonics_248,0.1055555555555555
isophonics_3,isophonics_257,0.101010101010101
isophonics_3,isophonics_265,0.2279202279202279
isophonics_3,isophonics_273,0.101010101010101
isophonics_3,isophonics_274,0.0805555555555555
isophonics_3,isophonics_276,0.1793372319688109
isophonics_3,isophonics_277,0.1111111111111111
isophonics_3,isophonics_279,0.1566951566951566
isophonics_3,isophonics_280,0.1328976034858388
isophonics_3,isophonics_282,0.1626984126984126
isophonics_3,isophonics_283,0.1269841269841269
isophonics_3,isophonics_288,0.0960960960960961
isophonics_3,isophonics_290,0.0828282828282828
isophonics_3,isophonics_291,0.10727969348659
isophonics_3,isophonics_295,0.2314814814814814
isophonics_3,isophonics_296,0.0904392764857881
isophonics_3,isophonics_297,0.2217348927875243
isophonics_3,jaah_30,0.0972222222222222
isophonics_3,schubert-winterreise_3,0.1507321274763135
isophonics_3,schubert-winterreise_9,0.1237373737373737
isophonics_3,schubert-winterreise_10,0.1507321274763135
isophonics_3,schubert-winterreise_13,0.1507321274763135
isophonics_3,schubert-winterreise_16,0.1305555555555555
isophonics_3,schubert-winterreise_18,0.1305555555555555
isophonics_3,schubert-winterreise_40,0.2430555555555555
isophonics_3,schubert-winterreise_48,0.1305555555555555
isophonics_3,schubert-winterreise_53,0.2430555555555555
isophonics_3,schubert-winterreise_59,0.2430555555555555
isophonics_3,schubert-winterreise_72,0.1507321274763135
isophonics_3,schubert-winterreise_82,0.1237373737373737
isophonics_3,schubert-winterreise_84,0.1305555555555555
isophonics_3,schubert-winterreise_89,0.1237373737373737
isophonics_3,schubert-winterreise_91,0.1305555555555555
isophonics_3,schubert-winterreise_96,0.1305555555555555
isophonics_3,schubert-winterreise_103,0.1507321274763135
isophonics_3,schubert-winterreise_104,0.1507321274763135
isophonics_3,schubert-winterreise_114,0.2430555555555555
isophonics_3,schubert-winterreise_126,0.2430555555555555
isophonics_3,schubert-winterreise_130,0.2430555555555555
isophonics_3,schubert-winterreise_136,0.1305555555555555
isophonics_3,schubert-winterreise_141,0.1305555555555555
isophonics_3,schubert-winterreise_142,0.1237373737373737
isophonics_3,schubert-winterreise_155,0.1507321274763135
isophonics_3,schubert-winterreise_156,0.1237373737373737
isophonics_3,schubert-winterreise_157,0.1237373737373737
isophonics_3,schubert-winterreise_161,0.1507321274763135
isophonics_3,schubert-winterreise_167,0.1507321274763135
isophonics_3,schubert-winterreise_171,0.1237373737373737
isophonics_3,schubert-winterreise_172,0.2430555555555555
isophonics_3,schubert-winterreise_173,0.1237373737373737
isophonics_3,schubert-winterreise_181,0.1305555555555555
isophonics_3,schubert-winterreise_197,0.1237373737373737
isophonics_3,schubert-winterreise_198,0.2430555555555555
isophonics_3,schubert-winterreise_200,0.2430555555555555
isophonics_4,isophonics_42,0.0895721925133689
isophonics_4,isophonics_99,0.0820399113082039
isophonics_4,isophonics_138,0.085995085995086
isophonics_4,isophonics_144,0.0909090909090909
isophonics_4,isophonics_146,0.1106719367588932
isophonics_4,isophonics_164,0.17825311942959
isophonics_4,isophonics_191,0.1079545454545454
isophonics_4,isophonics_198,0.1106719367588932
isophonics_4,isophonics_227,0.0780632411067193
isophonics_4,isophonics_241,0.1658692185007974
isophonics_4,isophonics_245,0.1054545454545454
isophonics_4,isophonics_252,0.132034632034632
isophonics_4,isophonics_255,0.1272727272727272
isophonics_4,isophonics_258,0.1939393939393939
isophonics_4,isophonics_261,0.1392045454545454
isophonics_4,isophonics_269,0.1287878787878787
isophonics_4,isophonics_288,0.085995085995086
isophonics_4,schubert-winterreise_0,0.0839160839160839
isophonics_4,schubert-winterreise_6,0.0839160839160839
isophonics_4,schubert-winterreise_9,0.1136363636363636
isophonics_4,schubert-winterreise_15,0.1392045454545454
isophonics_4,schubert-winterreise_22,0.1392045454545454
isophonics_4,schubert-winterreise_25,0.1136363636363636
isophonics_4,schubert-winterreise_34,0.0717703349282296
isophonics_4,schubert-winterreise_36,0.0692640692640692
isophonics_4,schubert-winterreise_37,0.1136363636363636
isophonics_4,schubert-winterreise_38,0.1136363636363636
isophonics_4,schubert-winterreise_44,0.0717703349282296
isophonics_4,schubert-winterreise_51,0.0717703349282296
isophonics_4,schubert-winterreise_55,0.0692640692640692
isophonics_4,schubert-winterreise_61,0.0692640692640692
isophonics_4,schubert-winterreise_63,0.0717703349282296
isophonics_4,schubert-winterreise_66,0.0717703349282296
isophonics_4,schubert-winterreise_75,0.1136363636363636
isophonics_4,schubert-winterreise_77,0.1136363636363636
isophonics_4,schubert-winterreise_79,0.1392045454545454
isophonics_4,schubert-winterreise_82,0.1136363636363636
isophonics_4,schubert-winterreise_89,0.1136363636363636
isophonics_4,schubert-winterreise_94,0.0839160839160839
isophonics_4,schubert-winterreise_95,0.0717703349282296
isophonics_4,schubert-winterreise_98,0.1136363636363636
isophonics_4,schubert-winterreise_108,0.1392045454545454
isophonics_4,schubert-winterreise_111,0.0692640692640692
